State,Temperature_Above_Avg,High_Rainfall,High_Humidity,Insecticide_Use,Health_Facilities_Adequate,Vaccination_Rate_High,High_Population_Density,Mosquito_Net_Coverage_High,Malaria_Outbreak,Malaria_diagnosis
Andaman and Nicobar Islands,32.4,398.5,96,88.2,89.8,36.1,1682,88.9,12.2,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,34.9,208.5,63,77.3,87.6,88.6,1477,48.4,79.9,The person is affected with Malaria 😷
Andaman and Nicobar Islands,38.0,460.8,82,89.9,82.6,84.1,698,69.9,32.0,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,30.5,328.2,97,61.2,1.9,50.7,593,74.1,48.3,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,23.5,237.5,96,12.3,51.0,41.2,639,74.3,66.4,The person is affected with Malaria 😷
Andaman and Nicobar Islands,26.3,340.3,46,71.2,41.1,27.0,1779,17.9,1.6,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,29.5,370.4,69,71.6,70.4,60.5,1374,45.1,3.8,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,22.0,287.1,67,89.8,79.9,39.3,1946,20.8,68.1,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,25.4,387.9,68,16.5,42.5,46.0,753,91.6,52.5,The person is affected with Malaria 😷
Andaman and Nicobar Islands,25.5,275.1,67,78.7,23.6,0.2,1993,87.3,34.1,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,20.7,462.9,98,62.9,40.3,88.8,1211,12.9,88.7,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,30.3,404.8,83,17.3,49.3,46.2,762,34.0,12.6,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,28.5,157.3,82,33.1,1.5,64.2,732,74.8,99.8,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,28.2,310.7,58,58.9,61.2,31.3,143,86.3,11.3,The person is affected with Malaria 😷
Andaman and Nicobar Islands,24.8,243.4,94,13.5,42.3,0.9,314,52.9,84.0,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,25.6,402.9,82,6.0,57.8,76.7,1154,66.5,64.6,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,29.8,253.7,80,1.7,10.4,17.3,1825,36.6,82.4,The person is affected with Malaria 😷
Andaman and Nicobar Islands,38.4,442.1,70,83.0,5.1,62.5,445,56.3,17.0,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,22.6,212.0,96,55.9,67.2,6.6,402,36.7,84.5,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,36.5,288.5,94,69.5,23.4,33.4,744,88.4,64.4,The person is affected with Malaria 😷
Andaman and Nicobar Islands,38.7,108.8,45,52.1,62.3,80.6,881,4.2,42.7,The person is affected with Malaria 😷
Andaman and Nicobar Islands,27.5,141.0,92,32.4,19.3,44.0,1278,94.3,40.7,The person is affected with Malaria 😷
Andaman and Nicobar Islands,22.0,390.5,97,34.6,3.9,72.0,1458,69.4,64.6,The person is affected with Malaria 😷
Andaman and Nicobar Islands,30.8,427.5,80,82.7,41.2,32.8,634,59.8,28.2,The person is affected with Malaria 😷
Andaman and Nicobar Islands,31.3,419.8,85,18.1,11.3,38.4,796,58.7,26.8,The person is affected with Malaria 😷
Andaman and Nicobar Islands,27.7,491.2,54,17.8,48.0,92.3,213,29.2,68.2,The person is affected with Malaria 😷
Andaman and Nicobar Islands,29.2,111.4,48,88.1,34.5,53.1,1455,4.1,22.3,The person is affected with Malaria 😷
Andaman and Nicobar Islands,30.5,387.2,52,87.3,98.3,56.6,1075,70.0,33.2,The person is affected with Malaria 😷
Andaman and Nicobar Islands,35.5,127.9,82,42.7,89.9,94.6,1783,95.0,67.4,The person is affected with Malaria 😷
Andaman and Nicobar Islands,26.4,182.9,92,84.5,45.4,30.6,1073,69.7,33.5,The person is affected with Malaria 😷
Andaman and Nicobar Islands,25.2,363.8,71,54.5,97.2,47.4,1399,9.1,98.2,The person is affected with Malaria 😷
Andaman and Nicobar Islands,26.0,294.2,64,90.7,23.5,24.9,1369,15.4,33.2,The person is affected with Malaria 😷
Andaman and Nicobar Islands,36.4,460.1,61,79.3,25.8,79.9,1785,54.3,40.6,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,29.2,352.2,71,3.4,78.7,29.6,449,84.7,57.7,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,22.1,234.9,85,98.2,30.7,97.6,1663,44.4,20.1,The person is affected with Malaria 😷
Andaman and Nicobar Islands,26.3,70.2,84,35.2,70.1,24.7,132,15.7,36.9,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,31.2,404.8,50,86.5,73.3,63.5,1917,73.5,42.7,The person is affected with Malaria 😷
Andaman and Nicobar Islands,31.5,331.1,61,96.5,81.7,9.1,864,89.6,12.4,The person is affected with Malaria 😷
Andaman and Nicobar Islands,38.5,392.7,61,16.8,76.5,75.2,897,22.0,15.5,The person is not affected with Malaria 😊
Andaman and Nicobar Islands,30.5,419.1,65,42.5,49.0,64.5,1276,68.1,45.9,The person is affected with Malaria 😷
Andaman and Nicobar Islands,36.7,352.8,77,72.5,77.9,96.3,1302,33.4,62.8,The person is affected with Malaria 😷
Andaman and Nicobar Islands,30.9,307.7,72,15.5,60.2,65.4,1698,61.9,33.8,The person is not affected with Malaria 😊
Chandigarh,36.2,288.3,54,54.9,94.4,70.9,1606,2.9,39.5,The person is affected with Malaria 😷
Chandigarh,21.0,117.3,73,57.8,5.8,17.4,1865,60.2,62.2,The person is not affected with Malaria 😊
Chandigarh,28.2,432.7,43,99.1,91.5,24.6,1813,9.8,70.5,The person is not affected with Malaria 😊
Chandigarh,31.7,473.6,42,69.5,34.1,80.3,980,7.0,5.8,The person is affected with Malaria 😷
Chandigarh,27.3,474.2,76,24.8,26.7,77.5,1667,99.6,90.9,The person is affected with Malaria 😷
Chandigarh,38.0,94.4,46,76.1,70.2,62.6,753,30.9,14.5,The person is not affected with Malaria 😊
Chandigarh,35.9,457.7,99,86.5,17.6,89.9,1773,98.8,4.8,The person is not affected with Malaria 😊
Chandigarh,29.1,470.6,60,78.3,77.8,48.8,343,70.1,56.9,The person is affected with Malaria 😷
Chandigarh,39.9,478.8,73,41.7,75.4,88.8,570,30.4,25.3,The person is not affected with Malaria 😊
Chandigarh,36.7,439.5,71,22.7,90.0,42.4,1821,62.1,74.8,The person is not affected with Malaria 😊
Chandigarh,21.4,436.9,73,61.5,84.3,95.8,132,70.0,66.8,The person is affected with Malaria 😷
Chandigarh,29.3,106.4,83,16.7,84.2,44.6,694,23.0,49.0,The person is not affected with Malaria 😊
Chandigarh,30.0,311.8,55,81.7,39.5,8.0,1858,62.3,85.4,The person is not affected with Malaria 😊
Chandigarh,28.6,385.2,42,69.5,80.0,36.3,1463,52.1,34.4,The person is not affected with Malaria 😊
Chandigarh,24.9,259.7,84,44.5,6.5,82.6,275,22.5,92.4,The person is not affected with Malaria 😊
Chandigarh,24.3,341.0,70,23.3,87.3,87.9,1854,58.9,63.9,The person is not affected with Malaria 😊
Chandigarh,36.7,194.0,99,28.7,82.8,12.9,796,37.9,62.5,The person is affected with Malaria 😷
Chandigarh,31.8,478.6,56,10.4,1.6,8.7,252,43.5,84.6,The person is not affected with Malaria 😊
Chandigarh,34.6,436.6,43,89.4,44.4,79.8,1660,36.4,58.7,The person is not affected with Malaria 😊
Chandigarh,34.6,484.1,93,81.7,45.8,32.7,565,55.2,22.2,The person is affected with Malaria 😷
Chandigarh,32.0,79.5,70,66.4,91.7,48.9,1034,65.0,16.6,The person is affected with Malaria 😷
Chandigarh,28.0,151.7,53,24.6,60.6,75.5,1036,96.7,82.0,The person is affected with Malaria 😷
Chandigarh,29.8,275.6,51,60.2,95.4,65.0,453,62.7,72.0,The person is affected with Malaria 😷
Chandigarh,31.5,413.1,45,53.4,11.7,52.5,1360,84.8,76.5,The person is affected with Malaria 😷
Chandigarh,22.1,96.8,84,71.7,43.2,64.1,803,88.5,0.2,The person is affected with Malaria 😷
Chandigarh,29.5,463.9,46,62.8,88.4,28.9,816,37.4,94.1,The person is not affected with Malaria 😊
Chandigarh,32.0,496.7,84,36.1,21.2,3.1,1782,43.8,83.2,The person is affected with Malaria 😷
Chandigarh,38.5,76.0,67,10.2,51.4,36.9,419,88.7,15.1,The person is not affected with Malaria 😊
Chandigarh,27.3,427.3,91,39.4,64.6,73.4,1663,35.8,20.8,The person is not affected with Malaria 😊
Chandigarh,39.8,476.1,92,63.8,7.4,80.3,1165,37.1,70.0,The person is not affected with Malaria 😊
Chandigarh,26.9,117.3,77,33.7,15.4,39.1,1345,33.6,17.7,The person is affected with Malaria 😷
Chandigarh,37.4,476.4,42,9.6,17.6,85.8,812,98.1,8.2,The person is affected with Malaria 😷
Chandigarh,34.1,238.7,89,13.3,54.2,63.2,513,18.9,42.8,The person is affected with Malaria 😷
Chandigarh,21.1,172.6,62,81.2,45.9,22.5,1376,38.0,96.8,The person is not affected with Malaria 😊
Chandigarh,34.9,209.3,64,59.6,3.8,45.9,654,37.5,9.8,The person is not affected with Malaria 😊
Chandigarh,32.9,129.8,75,64.3,4.9,6.0,1211,48.2,20.6,The person is affected with Malaria 😷
Chandigarh,26.6,366.4,48,69.0,36.5,87.4,721,90.8,51.3,The person is affected with Malaria 😷
Chandigarh,39.2,108.7,93,15.0,7.8,91.1,1443,10.0,7.8,The person is affected with Malaria 😷
Chandigarh,38.0,431.6,90,47.5,37.0,83.7,853,59.4,90.0,The person is not affected with Malaria 😊
Chandigarh,39.6,246.7,52,42.5,20.8,79.2,1386,49.5,29.3,The person is affected with Malaria 😷
Chandigarh,32.2,158.4,84,1.9,10.0,88.2,1762,55.2,73.4,The person is affected with Malaria 😷
Chandigarh,32.4,315.1,79,35.9,86.3,36.6,1957,66.4,49.8,The person is not affected with Malaria 😊
Chandigarh,28.0,90.8,84,48.4,10.3,31.1,1990,86.4,30.4,The person is not affected with Malaria 😊
Chandigarh,27.2,423.9,58,34.2,78.8,24.1,1680,51.9,49.7,The person is affected with Malaria 😷
Chandigarh,26.2,67.0,98,97.6,71.5,71.2,1669,19.6,25.2,The person is affected with Malaria 😷
Chandigarh,28.2,132.1,85,93.3,9.2,34.0,187,18.9,13.9,The person is not affected with Malaria 😊
Chandigarh,23.8,345.0,99,55.8,0.4,35.9,419,94.0,80.3,The person is affected with Malaria 😷
Chandigarh,21.4,349.9,43,55.5,9.3,2.8,1180,10.2,32.8,The person is not affected with Malaria 😊
Chandigarh,38.9,376.1,70,39.7,47.6,78.9,1791,47.1,25.7,The person is not affected with Malaria 😊
Chandigarh,26.8,442.4,74,24.3,66.7,17.7,1624,50.5,63.1,The person is affected with Malaria 😷
Chandigarh,34.9,284.7,93,43.7,49.6,44.1,576,29.0,99.9,The person is affected with Malaria 😷
Chandigarh,21.9,273.1,61,93.1,67.9,87.6,294,21.0,40.1,The person is affected with Malaria 😷
Chandigarh,35.0,203.8,65,15.4,62.3,8.6,864,13.2,41.0,The person is not affected with Malaria 😊
Chandigarh,35.4,386.2,64,22.8,60.1,7.4,1441,27.4,85.6,The person is not affected with Malaria 😊
Chandigarh,21.0,316.7,94,70.8,68.1,30.3,892,75.2,8.0,The person is affected with Malaria 😷
Chandigarh,23.2,75.0,73,7.5,22.4,15.8,1702,24.6,71.8,The person is affected with Malaria 😷
Chandigarh,27.8,439.1,81,27.1,26.0,4.0,287,99.4,92.0,The person is affected with Malaria 😷
Chandigarh,33.4,106.9,96,84.0,71.6,49.0,1664,48.0,30.2,The person is not affected with Malaria 😊
Chandigarh,24.1,295.3,56,26.9,48.3,91.4,1447,84.8,80.6,The person is not affected with Malaria 😊
Chandigarh,25.1,404.6,57,15.9,67.1,22.6,170,0.3,14.4,The person is not affected with Malaria 😊
Chandigarh,21.1,391.6,61,51.1,35.4,71.3,1368,93.4,74.1,The person is affected with Malaria 😷
Chandigarh,28.2,416.1,77,31.7,68.0,39.5,1221,65.7,66.8,The person is not affected with Malaria 😊
Chandigarh,36.5,468.2,48,18.4,65.5,7.7,1150,2.3,86.2,The person is not affected with Malaria 😊
Chandigarh,35.0,236.6,57,76.0,93.5,17.5,1037,20.5,45.8,The person is not affected with Malaria 😊
Chandigarh,35.6,79.6,88,61.4,71.7,61.8,1896,43.5,66.9,The person is affected with Malaria 😷
Chandigarh,30.9,239.5,56,38.4,12.9,11.6,1844,65.6,18.0,The person is not affected with Malaria 😊
Chandigarh,34.1,202.5,57,96.3,52.4,50.0,1408,49.6,34.5,The person is not affected with Malaria 😊
Chandigarh,22.9,245.2,78,74.8,18.1,41.8,1932,9.2,42.6,The person is not affected with Malaria 😊
Chandigarh,37.5,488.7,90,96.7,89.2,65.2,439,33.7,86.8,The person is affected with Malaria 😷
Chandigarh,33.2,283.2,73,17.8,62.4,98.7,1260,98.5,1.0,The person is not affected with Malaria 😊
Chandigarh,36.0,317.3,53,55.3,4.6,31.7,1999,91.5,86.0,The person is affected with Malaria 😷
Chandigarh,20.8,330.8,61,40.8,8.5,37.7,380,3.8,30.1,The person is affected with Malaria 😷
Chandigarh,39.8,224.2,96,40.8,25.6,62.1,876,22.4,86.9,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,38.7,270.5,64,66.4,67.3,53.1,688,8.5,19.1,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,35.5,241.7,86,27.6,11.3,96.9,889,64.4,51.7,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,28.6,90.0,46,32.5,85.2,99.0,1667,60.7,14.8,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,27.7,87.1,86,70.1,59.4,1.5,1641,36.2,13.7,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,37.7,159.7,46,94.9,19.2,43.7,673,68.7,31.4,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,24.3,163.5,47,94.3,86.6,20.9,1206,73.4,85.3,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,25.7,430.7,82,69.6,5.3,98.6,1127,1.6,25.5,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,30.3,78.9,94,61.0,78.3,72.5,631,16.6,54.0,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,23.3,489.1,69,57.7,11.2,11.9,1050,39.3,55.8,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,25.8,76.6,67,85.1,85.2,52.1,693,73.7,95.1,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,37.7,165.7,85,6.1,18.0,44.6,185,45.4,82.2,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,38.1,233.9,42,39.4,34.8,53.3,1872,38.9,95.9,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,26.9,462.3,52,69.1,81.0,64.6,412,75.7,2.9,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,26.2,154.0,86,31.9,21.2,0.3,1338,70.3,65.3,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,39.5,402.8,78,51.7,28.6,25.1,558,67.4,62.9,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,20.3,200.6,87,72.2,61.7,93.2,952,80.0,73.1,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,34.1,75.7,97,34.3,15.6,89.1,457,51.5,42.2,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,35.3,369.5,44,96.6,84.6,91.9,288,48.6,41.2,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,24.0,342.1,53,21.5,61.0,52.9,210,59.5,71.4,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,37.1,154.2,75,62.1,96.0,97.6,1265,57.1,32.5,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,27.1,196.9,89,24.3,76.6,62.2,1043,79.9,46.8,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,31.9,198.0,89,75.8,20.9,4.8,1419,11.3,18.1,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,22.4,401.0,79,3.0,30.3,7.0,1695,8.7,74.0,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,37.4,465.5,87,25.0,18.9,53.4,1943,44.2,63.5,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,22.0,211.5,46,59.4,87.1,78.2,1508,55.1,83.5,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,35.8,96.2,82,74.0,85.5,61.1,122,46.2,36.8,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,26.0,234.7,82,95.8,95.9,38.1,1838,55.3,60.9,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,30.4,239.9,93,41.4,4.3,57.7,1338,93.9,83.1,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,24.2,256.2,47,49.1,2.0,45.8,471,30.8,40.7,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,21.0,234.3,58,2.8,41.8,9.7,921,75.8,96.9,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,20.9,254.3,98,55.6,85.6,85.3,964,92.7,59.1,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,22.2,154.9,94,25.9,92.4,24.7,186,83.3,28.8,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,27.7,338.9,73,70.7,19.2,20.1,848,23.1,55.2,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,23.8,351.8,82,32.1,71.5,12.9,205,97.4,96.6,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,35.0,78.7,77,42.4,38.5,66.6,1253,57.1,60.2,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,32.4,149.6,49,41.8,68.0,91.0,622,7.8,26.2,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,35.1,460.2,97,27.9,3.4,25.1,757,38.5,24.8,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,28.9,494.5,55,37.3,46.1,90.2,297,83.1,71.4,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,28.2,484.3,96,29.8,84.1,2.3,347,64.6,58.0,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,33.5,317.5,72,56.3,8.0,34.2,207,60.5,14.1,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,39.6,295.8,52,66.2,59.6,89.0,159,85.9,9.0,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,23.0,140.6,44,17.2,94.7,56.6,917,65.1,15.4,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,24.3,360.6,86,75.8,21.1,3.5,1774,18.8,50.5,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,33.8,314.0,49,63.7,63.8,60.4,1731,97.4,7.1,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,23.2,388.1,94,1.2,59.9,2.0,1798,52.1,87.3,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,35.9,114.4,48,85.0,98.4,61.2,500,24.9,63.9,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,20.2,313.7,96,63.9,12.0,94.1,1639,86.8,0.8,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,28.6,441.0,66,0.7,40.2,19.4,611,6.5,23.2,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,26.7,498.6,68,52.0,84.2,57.8,1309,85.3,80.9,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,39.5,317.1,49,6.6,94.2,14.9,1357,99.5,19.7,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,25.1,123.3,53,55.6,35.2,83.7,196,1.5,5.1,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,32.8,268.7,43,13.8,47.9,12.8,1283,15.1,13.5,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,24.3,147.3,71,42.6,54.8,41.3,1529,16.3,30.3,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,23.6,446.1,97,16.8,71.7,13.3,813,49.6,20.3,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,22.6,102.8,51,30.3,85.4,54.1,540,95.3,58.2,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,20.4,475.7,88,95.1,62.7,98.7,643,90.9,19.4,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,22.7,263.8,75,62.7,36.2,53.3,780,3.4,54.3,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,29.0,86.4,95,98.0,15.6,37.4,1548,93.3,13.0,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,28.6,248.9,84,13.8,89.9,7.6,1853,94.1,72.4,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,21.6,267.5,80,17.8,40.5,32.2,1210,72.5,79.0,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,37.1,315.6,54,11.1,46.1,82.0,1549,14.9,12.4,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,31.5,146.4,87,46.3,28.5,61.2,1912,28.8,62.1,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,34.2,380.7,72,37.0,78.3,32.6,286,74.8,95.2,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,22.3,215.6,72,99.7,5.6,81.6,177,4.3,25.2,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,20.3,99.6,65,51.6,34.2,43.8,725,28.4,54.0,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,30.4,378.5,82,9.9,38.4,62.0,217,89.5,51.9,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,36.1,341.9,61,4.3,65.2,22.7,1560,4.4,78.7,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,35.6,159.8,65,58.0,51.7,33.1,1823,3.8,45.9,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,24.1,287.2,83,85.2,32.3,48.7,1541,46.2,84.6,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,30.4,152.8,81,96.5,69.9,39.9,549,55.5,39.8,The person is not affected with Malaria 😊
Dadra and Nagar Haveli and Daman and Diu,35.7,498.3,50,0.6,63.5,21.4,783,28.0,13.0,The person is affected with Malaria 😷
Dadra and Nagar Haveli and Daman and Diu,37.7,297.4,63,44.9,33.1,13.6,316,20.1,56.1,The person is not affected with Malaria 😊
Lakshadweep,36.7,227.7,43,65.8,93.4,73.3,671,34.0,78.3,The person is affected with Malaria 😷
Lakshadweep,32.4,485.8,69,66.4,72.6,31.8,1218,92.0,36.3,The person is affected with Malaria 😷
Lakshadweep,31.7,379.2,56,35.1,25.4,8.9,613,69.0,65.0,The person is affected with Malaria 😷
Lakshadweep,28.4,87.4,68,33.3,75.0,64.2,1643,75.8,14.0,The person is affected with Malaria 😷
Lakshadweep,20.1,269.3,56,36.7,86.0,95.0,1921,44.9,75.0,The person is not affected with Malaria 😊
Lakshadweep,24.1,296.7,50,89.0,9.8,14.0,1227,23.6,32.6,The person is affected with Malaria 😷
Lakshadweep,35.5,246.7,47,63.7,12.5,83.9,232,45.5,28.5,The person is affected with Malaria 😷
Lakshadweep,35.9,280.3,68,1.5,23.6,83.8,1831,43.6,90.4,The person is affected with Malaria 😷
Lakshadweep,38.4,329.7,90,10.4,63.4,95.2,382,15.8,10.0,The person is affected with Malaria 😷
Lakshadweep,32.0,276.7,48,94.4,33.6,78.4,1529,23.8,80.2,The person is affected with Malaria 😷
Lakshadweep,30.3,62.4,97,90.3,98.7,45.9,915,10.4,85.3,The person is not affected with Malaria 😊
Lakshadweep,34.3,427.5,71,44.9,58.2,65.6,1598,76.3,63.1,The person is affected with Malaria 😷
Lakshadweep,34.0,415.9,46,92.5,66.7,5.2,338,53.1,54.9,The person is not affected with Malaria 😊
Lakshadweep,21.4,313.6,99,58.2,46.1,98.7,669,82.1,63.7,The person is not affected with Malaria 😊
Lakshadweep,36.9,118.4,80,0.7,91.1,94.5,531,57.0,50.0,The person is not affected with Malaria 😊
Lakshadweep,30.6,413.0,95,70.2,6.3,50.4,811,41.8,69.3,The person is not affected with Malaria 😊
Lakshadweep,23.2,293.0,40,26.6,63.9,22.7,213,71.0,41.8,The person is affected with Malaria 😷
Lakshadweep,33.2,69.3,84,84.0,12.1,53.7,1491,16.6,23.3,The person is affected with Malaria 😷
Lakshadweep,38.8,340.2,41,55.1,72.8,16.1,1735,30.1,18.9,The person is affected with Malaria 😷
Lakshadweep,38.4,388.8,91,60.2,2.9,47.1,918,98.1,78.8,The person is not affected with Malaria 😊
Lakshadweep,23.4,268.5,43,53.9,76.0,13.5,488,67.8,42.2,The person is affected with Malaria 😷
Lakshadweep,24.3,157.9,93,64.4,55.5,20.9,454,54.7,23.9,The person is affected with Malaria 😷
Lakshadweep,37.8,326.7,66,43.0,6.3,91.4,1660,85.0,66.8,The person is affected with Malaria 😷
Lakshadweep,34.6,242.4,45,20.4,2.8,28.3,1104,48.1,68.7,The person is not affected with Malaria 😊
Lakshadweep,35.8,356.5,76,38.9,85.9,36.2,1350,82.7,10.5,The person is not affected with Malaria 😊
Lakshadweep,20.1,217.7,57,30.4,31.0,17.0,1052,72.9,27.5,The person is affected with Malaria 😷
Lakshadweep,34.1,229.3,48,74.8,81.3,9.5,1992,66.0,4.4,The person is affected with Malaria 😷
Lakshadweep,33.2,177.1,93,57.5,23.8,86.6,1073,9.6,38.9,The person is not affected with Malaria 😊
Lakshadweep,33.6,279.3,88,41.3,64.3,85.4,1792,64.4,48.8,The person is not affected with Malaria 😊
Lakshadweep,28.3,115.1,65,25.9,87.9,35.3,1385,26.8,79.7,The person is not affected with Malaria 😊
Lakshadweep,34.4,219.6,90,6.1,81.4,76.2,1015,28.3,17.3,The person is not affected with Malaria 😊
Lakshadweep,20.9,115.5,76,27.3,55.5,81.8,239,36.7,19.8,The person is affected with Malaria 😷
Lakshadweep,26.6,471.0,60,30.8,33.8,92.2,972,11.7,19.7,The person is not affected with Malaria 😊
Lakshadweep,36.9,428.5,75,37.9,51.1,21.4,992,36.5,12.2,The person is not affected with Malaria 😊
Lakshadweep,22.3,150.1,59,10.5,2.1,34.8,1485,73.8,15.4,The person is affected with Malaria 😷
Lakshadweep,32.1,481.8,85,73.5,97.1,14.4,1803,52.5,48.4,The person is affected with Malaria 😷
Lakshadweep,38.2,148.0,97,97.7,85.6,18.3,822,50.6,49.8,The person is affected with Malaria 😷
Lakshadweep,36.1,380.5,71,40.3,87.9,43.1,545,7.6,98.3,The person is affected with Malaria 😷
Lakshadweep,20.9,376.8,81,41.0,76.4,18.3,1466,38.3,83.2,The person is not affected with Malaria 😊
Lakshadweep,33.5,233.4,97,43.4,81.3,79.6,1769,1.9,50.8,The person is affected with Malaria 😷
Lakshadweep,26.6,81.3,74,54.2,30.0,7.3,1903,19.9,77.3,The person is affected with Malaria 😷
Lakshadweep,23.0,482.1,80,0.2,46.0,44.4,141,63.8,53.8,The person is not affected with Malaria 😊
Lakshadweep,29.0,456.5,75,19.0,36.9,1.3,859,30.2,57.7,The person is affected with Malaria 😷
Lakshadweep,27.7,264.0,63,39.8,51.8,71.3,1893,27.1,82.8,The person is affected with Malaria 😷
